Date,Opponent,Segment,Arena,Location,Attendance,Home Team,Year
10-Jul-03,New York Liberty,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7192,Indiana Fever,2003
16-Jul-03,Detroit Shock,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7232,Indiana Fever,2003
23-Jul-03,San Antonio Silver Stars,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6243,Indiana Fever,2003
26-Jul-03,Minnesota Lynx,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9191,Indiana Fever,2003
7-Aug-03,Houston Comets,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7020,Indiana Fever,2003
9-Aug-03,Cleveland Rockers,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7162,Indiana Fever,2003
12-Aug-03,Washington Mystics,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",5927,Indiana Fever,2003
16-Aug-03,Charlotte Sting,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7240,Indiana Fever,2003
23-Aug-03,Cleveland Rockers,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",13093,Indiana Fever,2003
25-Aug-03,Connecticut Sun,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7543,Indiana Fever,2003
21-May-04,New York Liberty,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8002,Indiana Fever,2004
23-May-04,Washington Mystics,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6465,Indiana Fever,2004
5-Jun-04,Charlotte Sting,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7396,Indiana Fever,2004
9-Jun-04,Detroit Shock,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6665,Indiana Fever,2004
16-Jun-04,Sacramento Monarchs,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6422,Indiana Fever,2004
19-Jun-04,New York Liberty,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7179,Indiana Fever,2004
22-Jun-04,Connecticut Sun,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6126,Indiana Fever,2004
25-Jun-04,Los Angeles Sparks,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8273,Indiana Fever,2004
3-Jul-04,Phoenix Mercury,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8917,Indiana Fever,2004
8-Jul-04,Minnesota Lynx,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6112,Indiana Fever,2004
11-Jul-04,Connecticut Sun,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6748,Indiana Fever,2004
14-Jul-04,Houston Comets,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8493,Indiana Fever,2004
16-Jul-04,Detroit Shock,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7848,Indiana Fever,2004
28-Jul-04,Charlotte Sting,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7171,Indiana Fever,2004
4-Sep-04,Washington Mystics,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9165,Indiana Fever,2004
10-Sep-04,San Antonio Silver Stars,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8380,Indiana Fever,2004
13-Sep-04,Seattle Storm,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9656,Indiana Fever,2004
22-May-05,Charlotte Sting,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9205,Indiana Fever,2005
24-May-05,Phoenix Mercury,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6597,Indiana Fever,2005
1-Jun-05,Sacramento Monarchs,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7037,Indiana Fever,2005
10-Jun-05,New York Liberty,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7573,Indiana Fever,2005
15-Jun-05,Detroit Shock,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7815,Indiana Fever,2005
24-Jun-05,Minnesota Lynx,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8475,Indiana Fever,2005
28-Jun-05,Los Angeles Sparks,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7716,Indiana Fever,2005
7-Jul-05,Houston Comets,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8120,Indiana Fever,2005
13-Jul-05,Connecticut Sun,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8799,Indiana Fever,2005
15-Jul-05,Detroit Shock,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8507,Indiana Fever,2005
21-Jul-05,San Antonio Silver Stars,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7197,Indiana Fever,2005
29-Jul-05,Washington Mystics,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8420,Indiana Fever,2005
4-Aug-05,Seattle Storm,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9290,Indiana Fever,2005
6-Aug-05,Connecticut Sun,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9370,Indiana Fever,2005
18-Aug-05,Washington Mystics,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8727,Indiana Fever,2005
20-Aug-05,Charlotte Sting,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9823,Indiana Fever,2005
27-Aug-05,New York Liberty,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9823,Indiana Fever,2005
1-Sep-05,New York Liberty,Eastern Conference Semifinals,Bankers Life Fieldhouse,"Indianapolis, IN",5085,Indiana Fever,2005
8-Sep-05,Connecticut Sun,Eastern Conference Finals,Bankers Life Fieldhouse,"Indianapolis, IN",8777,Indiana Fever,2005
20-May-06,Detroit Shock,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9312,Indiana Fever,2006
30-May-06,New York Liberty,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7629,Indiana Fever,2006
7-Jun-06,Washington Mystics,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6562,Indiana Fever,2006
11-Jun-06,Seattle Storm,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7654,Indiana Fever,2006
18-Jun-06,Charlotte Sting,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6802,Indiana Fever,2006
21-Jun-06,Chicago Sky,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6310,Indiana Fever,2006
29-Jun-06,Detroit Shock,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",5886,Indiana Fever,2006
1-Jul-06,Connecticut Sun,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7033,Indiana Fever,2006
16-Jul-06,Houston Comets,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6670,Indiana Fever,2006
18-Jul-06,Phoenix Mercury,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7807,Indiana Fever,2006
22-Jul-06,Los Angeles Sparks,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8223,Indiana Fever,2006
25-Jul-06,Sacramento Monarchs,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",5554,Indiana Fever,2006
29-Jul-06,Washington Mystics,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7272,Indiana Fever,2006
3-Aug-06,Minnesota Lynx,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6002,Indiana Fever,2006
5-Aug-06,San Antonio Silver Stars,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8003,Indiana Fever,2006
9-Aug-06,Connecticut Sun,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7368,Indiana Fever,2006
13-Aug-06,Chicago Sky,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8381,Indiana Fever,2006
17-Aug-06,Detroit Shock,Eastern Conference Semifinals,Bankers Life Fieldhouse,"Indianapolis, IN",7261,Indiana Fever,2006
19-May-07,Minnesota Lynx,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9210,Indiana Fever,2007
24-May-07,Los Angeles Sparks,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",5058,Indiana Fever,2007
3-Jun-07,Washington Mystics,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6972,Indiana Fever,2007
6-Jun-07,Houston Comets,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",5909,Indiana Fever,2007
10-Jun-07,New York Liberty,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6938,Indiana Fever,2007
13-Jun-07,Seattle Storm,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",5838,Indiana Fever,2007
15-Jun-07,Phoenix Mercury,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6579,Indiana Fever,2007
22-Jun-07,Connecticut Sun,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7240,Indiana Fever,2007
8-Jul-07,Chicago Sky,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8247,Indiana Fever,2007
12-Jul-07,New York Liberty,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7095,Indiana Fever,2007
18-Jul-07,Chicago Sky,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",10542,Indiana Fever,2007
20-Jul-07,Detroit Shock,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9210,Indiana Fever,2007
24-Jul-07,San Antonio Silver Stars,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6028,Indiana Fever,2007
31-Jul-07,Washington Mystics,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6012,Indiana Fever,2007
5-Aug-07,Sacramento Monarchs,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6645,Indiana Fever,2007
15-Aug-07,Connecticut Sun,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6433,Indiana Fever,2007
19-Aug-07,Detroit Shock,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8899,Indiana Fever,2007
25-Aug-07,Connecticut Sun,Eastern Conference Semifinals,Bankers Life Fieldhouse,"Indianapolis, IN",7298,Indiana Fever,2007
27-Aug-07,Connecticut Sun,Eastern Conference Semifinals,Bankers Life Fieldhouse,"Indianapolis, IN",6012,Indiana Fever,2007
31-Aug-07,Detroit Shock,Eastern Conference Finals,Bankers Life Fieldhouse,"Indianapolis, IN",9623,Indiana Fever,2007
17-May-08,Washington Mystics,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",10533,Indiana Fever,2008
29-May-08,Los Angeles Sparks,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9235,Indiana Fever,2008
31-May-08,Detroit Shock,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9219,Indiana Fever,2008
7-Jun-08,Houston Comets,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8214,Indiana Fever,2008
15-Jun-08,San Antonio Silver Stars,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7412,Indiana Fever,2008
18-Jun-08,New York Liberty,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6333,Indiana Fever,2008
24-Jun-08,Sacramento Monarchs,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6020,Indiana Fever,2008
2-Jul-08,Chicago Sky,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6196,Indiana Fever,2008
5-Jul-08,Connecticut Sun,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6329,Indiana Fever,2008
12-Jul-08,Chicago Sky,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7134,Indiana Fever,2008
16-Jul-08,Atlanta Dream,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9303,Indiana Fever,2008
18-Jul-08,Seattle Storm,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7450,Indiana Fever,2008
24-Jul-08,Minnesota Lynx,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6010,Indiana Fever,2008
28-Aug-08,Connecticut Sun,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6435,Indiana Fever,2008
30-Aug-08,Atlanta Dream,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9280,Indiana Fever,2008
11-Sep-08,New York Liberty,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7062,Indiana Fever,2008
14-Sep-08,Phoenix Mercury,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8776,Indiana Fever,2008
19-Sep-08,Detroit Shock,Eastern Conference Semifinals,Bankers Life Fieldhouse,"Indianapolis, IN",7613,Indiana Fever,2008
7-Jun-09,Minnesota Lynx,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9234,Indiana Fever,2009
9-Jun-09,Seattle Storm,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7253,Indiana Fever,2009
12-Jun-09,Los Angeles Sparks,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9320,Indiana Fever,2009
21-Jun-09,Detroit Shock,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7610,Indiana Fever,2009
27-Jun-09,New York Liberty,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8481,Indiana Fever,2009
2-Jul-09,Connecticut Sun,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6468,Indiana Fever,2009
5-Jul-09,Atlanta Dream,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7024,Indiana Fever,2009
15-Jul-09,Chicago Sky,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",10050,Indiana Fever,2009
17-Jul-09,Atlanta Dream,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7975,Indiana Fever,2009
28-Jul-09,Washington Mystics,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",5904,Indiana Fever,2009
30-Jul-09,Connecticut Sun,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6538,Indiana Fever,2009
5-Aug-09,Chicago Sky,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6581,Indiana Fever,2009
15-Aug-09,Detroit Shock,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9963,Indiana Fever,2009
27-Aug-09,San Antonio Silver Stars,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6836,Indiana Fever,2009
29-Aug-09,Sacramento Monarchs,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8579,Indiana Fever,2009
2-Sep-09,Phoenix Mercury,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7446,Indiana Fever,2009
6-Sep-09,Washington Mystics,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9702,Indiana Fever,2009
19-Sep-09,Washington Mystics,Eastern Conference Semifinals,Bankers Life Fieldhouse,"Indianapolis, IN",9655,Indiana Fever,2009
25-Sep-09,Detroit Shock,Eastern Conference Finals,Bankers Life Fieldhouse,"Indianapolis, IN",9210,Indiana Fever,2009
26-Sep-09,Detroit Shock,Eastern Conference Finals,Bankers Life Fieldhouse,"Indianapolis, IN",18165,Indiana Fever,2009
4-Oct-09,Phoenix Mercury,Finals,Bankers Life Fieldhouse,"Indianapolis, IN",18165,Indiana Fever,2009
7-Oct-09,Phoenix Mercury,Finals,Bankers Life Fieldhouse,"Indianapolis, IN",18165,Indiana Fever,2009
15-May-10,Washington Mystics,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9752,Indiana Fever,2010
23-May-10,Chicago Sky,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7665,Indiana Fever,2010
3-Jun-10,San Antonio Silver Stars,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7574,Indiana Fever,2010
5-Jun-10,New York Liberty,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8090,Indiana Fever,2010
13-Jun-10,Connecticut Sun,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7302,Indiana Fever,2010
17-Jun-10,Seattle Storm,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7520,Indiana Fever,2010
19-Jun-10,Atlanta Dream,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8187,Indiana Fever,2010
8-Jul-10,Tulsa Shock,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7077,Indiana Fever,2010
14-Jul-10,Connecticut Sun,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",10076,Indiana Fever,2010
16-Jul-10,Atlanta Dream,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7532,Indiana Fever,2010
22-Jul-10,Los Angeles Sparks,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7898,Indiana Fever,2010
27-Jul-10,Chicago Sky,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6853,Indiana Fever,2010
30-Jul-10,Washington Mystics,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8207,Indiana Fever,2010
3-Aug-10,New York Liberty,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7540,Indiana Fever,2010
6-Aug-10,Atlanta Dream,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9214,Indiana Fever,2010
13-Aug-10,Phoenix Mercury,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",10002,Indiana Fever,2010
22-Aug-10,Minnesota Lynx,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",11591,Indiana Fever,2010
29-Aug-10,New York Liberty,Eastern Conference Semifinals,Bankers Life Fieldhouse,"Indianapolis, IN",7535,Indiana Fever,2010
4-Jun-11,Chicago Sky,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8024,Indiana Fever,2011
10-Jun-11,New York Liberty,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7703,Indiana Fever,2011
14-Jun-11,Tulsa Shock,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6024,Indiana Fever,2011
25-Jun-11,Connecticut Sun,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7100,Indiana Fever,2011
28-Jun-11,Phoenix Mercury,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6625,Indiana Fever,2011
5-Jul-11,Seattle Storm,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6525,Indiana Fever,2011
9-Jul-11,Washington Mystics,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7056,Indiana Fever,2011
13-Jul-11,Connecticut Sun,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9045,Indiana Fever,2011
15-Jul-11,Minnesota Lynx,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7538,Indiana Fever,2011
21-Jul-11,Chicago Sky,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8050,Indiana Fever,2011
31-Jul-11,Los Angeles Sparks,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9256,Indiana Fever,2011
9-Aug-11,San Antonio Silver Stars,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7520,Indiana Fever,2011
13-Aug-11,New York Liberty,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9237,Indiana Fever,2011
21-Aug-11,Washington Mystics,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",7935,Indiana Fever,2011
27-Aug-11,Atlanta Dream,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9242,Indiana Fever,2011
7-Sep-11,Washington Mystics,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8514,Indiana Fever,2011
11-Sep-11,Atlanta Dream,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",11521,Indiana Fever,2011
15-Sep-11,New York Liberty,Eastern Conference Semifinals,Bankers Life Fieldhouse,"Indianapolis, IN",7608,Indiana Fever,2011
19-Sep-11,New York Liberty,Eastern Conference Semifinals,Bankers Life Fieldhouse,"Indianapolis, IN",7368,Indiana Fever,2011
22-Sep-11,Atlanta Dream,Eastern Conference Finals,Bankers Life Fieldhouse,"Indianapolis, IN",8253,Indiana Fever,2011
27-Sep-11,Atlanta Dream,Eastern Conference Finals,Bankers Life Fieldhouse,"Indianapolis, IN",9036,Indiana Fever,2011
19-May-12,Atlanta Dream,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",9403,Indiana Fever,2012
2-Jun-12,New York Liberty,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",8006,Indiana Fever,2012
8-Jun-12,Connecticut Sun,Regular season,Bankers Life Fieldhouse,"Indianapolis, IN",6041,Indiana Fever,2012
